time period,count period,rate period
1001425758,2320000,2316696.950788837
1002387148,2450000,2444165.415416918
1001646114,2340000,2336154.423497319
1000073970,2190000,2189838.017681832
1000746671,2020000,2018492.8499252535
1002304193,2180000,2174988.406937653
1000301352,1950000,1949412.5406320556
1001390716,1780000,1777527.9634208232
1000675088,1910000,1908711.451803425
1004946061,1510000,1502568.2059964808
1001532271,2010000,2006924.847257368
1000801532,2280000,2278173.9706609477
1001322905,2310000,2306948.1267883307
1001070432,2210000,2207636.8748447862
1013990440,1810000,1785026.6911786664
1000586452,2180000,2178722.2839591275
1002931436,1900000,1894446.551179796
1000077157,1710000,1709868.0717091912
1004631350,1750000,1741932.5009119017
1001504528,1900000,1897145.6911875291
1000078378,2320000,2319818.1772909
1004520445,1960000,1951179.7990333585
1005930842,1910000,1898738.8797052116
1000431852,1940000,1939162.5687663532
1000105655,1790000,1789810.8975296214
1000526048,1780000,1779064.126874186
1000459658,1800000,1799172.9957391245
1001145702,1440000,1438352.0771485067
1015113777,1200000,1182133.4979280848
1006743153,1210000,1201895.4351905088
1012723172,550000,543090.1703511134
1002141210,1170000,1167500.1370315866
1002097588,1950000,1945918.26519794
1000252642,2160000,2159454.4311136147
1001227972,1670000,1667951.8018899297
1000072292,1320000,1319904.5814579972
1001985832,1750000,1746531.681497868
1001339302,1740000,1737672.7314354428
1008208395,1730000,1715915.0911454174
1001905771,1480000,1477184.8240007793
1003111656,1170000,1166370.655750809
1008001642,1480000,1468251.5765187612
1006378150,920000,914169.2911357426
1000423070,1000000,999577.1089125323
1001213505,1980000,1977600.1723029097
1002045623,1750000,1746427.4678040282
1000072307,1650000,1649880.7020760751
1002385818,2010000,2005215.9197647388
1042562136,1690000,1621006.5008537776
1014913861,1290000,1271043.8290092484
1001278189,1660000,1657880.9148513272
1000267229,2010000,2009463.013208443
1001653332,1460000,1457590.119612361
1000370684,1580000,1579414.5363020254
1001162509,1430000,1428339.5424268728
1000072416,1460000,1459894.280295798
1003368263,1570000,1564729.5792531958
1003148023,1600000,1594978.9695194364
1001416390,1580000,1577765.2690505695
1002839398,1960000,1954450.5370539897
1002183772,1330000,1327101.9120034205
1002754767,1830000,1824972.6256349972
1000072521,1560000,1559886.8754439058
1000079223,1810000,1809856.6177291737
1003193264,1790000,1784302.2518540355
1000072455,1380000,1379900.0193440984
1003768239,1100000,1095870.4980502974
1002129098,1370000,1367089.3328356384
1003968826,1370000,1364584.2027369882
1000207612,1410000,1409707.3278422519
1003479837,1960000,1953203.171335868
1003440039,1560000,1554651.9367063048
1000074714,1430000,1429893.1669619237
1001391915,1590000,1587789.9313776665
1003754273,1410000,1404726.2740768427
1003646594,1290000,1285312.9853793934
1005685162,1130000,1123612.0832813878
1000072514,1170000,1169915.1647717417
1030430994,1230000,1193675.2748724094
1003889027,1330000,1324847.6317890862
1003003390,1820000,1814550.198080587
1001856482,1400000,1397405.7413944046
1002069610,1200000,1197521.5973269562
1009134568,1460000,1446784.2508790167
1004124797,1490000,1483879.2991186334
1000427156,1620000,1619308.3027426337
1015119154,1500000,1477659.0453341007
1003044912,1460000,1455567.9237621217
1000182013,1230000,1229776.164750925
1005249418,1140000,1134046.9137182827
1004252137,1230000,1224792.016549127
1001400648,1420000,1418013.8617206088
1003261533,1480000,1475188.6236228293
1019929117,1680000,1647173.2907689898
1002234252,1800000,1795987.3117567329
1001137692,1750000,1748011.3015263441
1002191725,1990000,1985648.0056248717
1001725369,1850000,1846813.565125952
1005007005,1390000,1383074.9368756888
1004882479,1860000,1850962.7134219345
1003970094,1110000,1105610.621903644
1003919693,1110000,1105666.128216891
1001819366,1370000,1367511.9951713928
1001198982,1470000,1468239.6071393527
1006752541,1660000,1648865.9649680487
1000312808,1380000,1379568.45994918
1002314752,1220000,1217182.524317471
1000748644,1310000,1309020.010023616
1007831938,1970000,1954690.9814243254
1000072188,2100000,2099848.4161425354
1069935028,2020000,1887965.1073541637
1002216762,2290000,2284934.84326697
1000621309,1990000,1988764.3628025115
1006878323,1990000,1976405.643604267
1003348054,1790000,1784026.9813290534
1003720234,1830000,1823217.2053632229
1001904916,1300000,1297528.3175474508
1000072963,1750000,1749872.3240656191
1005256251,1350000,1342941.1641629273
1000123012,1080000,1079867.1633804983
1000139087,1800000,1799749.678216506
1002653321,1730000,1725421.901834004
1003395748,2040000,2033096.1179237526
1000239564,2040000,2039511.406489416
1004581888,1880000,1871425.3386977252
1000311234,1260000,1259607.9671739447
1001876167,1810000,1806610.497003668
1000715100,2240000,2238399.320645806
