time,per. metric/s,metric total,overall metric/s,per. row/s,row total,overall row/s
1687809296,997363.62,3.370000E+07,1020671.90,99736.36,3.370000E+06,102067.19
1687809297,787683.69,3.410000E+07,1017142.75,78768.37,3.410000E+06,101714.28
1687809297,1033043.11,3.460000E+07,1017369.04,103304.31,3.460000E+06,101736.90
1687809298,1195244.90,3.520000E+07,1019956.36,119524.49,3.520000E+06,101995.64
1687809298,817315.00,3.560000E+07,1017122.87,81731.50,3.560000E+06,101712.29
1687809299,1181628.11,3.620000E+07,1019475.31,118162.81,3.620000E+06,101947.53
1687809299,980111.78,3.670000E+07,1018917.79,98011.18,3.670000E+06,101891.78
1687809300,1034562.73,3.720000E+07,1019124.93,103456.27,3.720000E+06,101912.49
1687809300,987262.42,3.770000E+07,1018688.90,98726.24,3.770000E+06,101868.89
1687809301,601282.55,3.800000E+07,1013136.43,60128.25,3.800000E+06,101313.64
1687809301,1211485.93,3.860000E+07,1015721.38,121148.59,3.860000E+06,101572.14
1687809302,998297.26,3.910000E+07,1015494.72,99829.73,3.910000E+06,101549.47
1687809302,997636.26,3.960000E+07,1015265.25,99763.63,3.960000E+06,101526.53
1687809303,1209318.10,4.020000E+07,1017702.65,120931.81,4.020000E+06,101770.26
1687809303,1185585.09,4.080000E+07,1019826.33,118558.51,4.080000E+06,101982.63
1687809304,994102.26,4.130000E+07,1019506.94,99410.23,4.130000E+06,101950.69
1687809304,1016597.26,4.180000E+07,1019472.04,101659.73,4.180000E+06,101947.20
1687809305,780050.73,4.220000E+07,1016514.70,78005.07,4.220000E+06,101651.47
1687809305,1019851.91,4.270000E+07,1016553.65,101985.19,4.270000E+06,101655.36
1687809306,1207963.45,4.330000E+07,1018790.61,120796.35,4.330000E+06,101879.06
1687809306,773819.36,4.370000E+07,1015846.99,77381.94,4.370000E+06,101584.70
1687809307,1013463.77,4.420000E+07,1015819.97,101346.38,4.420000E+06,101582.00
1687809307,1006149.62,4.470000E+07,1015710.77,100614.96,4.470000E+06,101571.08
1687809308,1004639.53,4.520000E+07,1015586.96,100463.95,4.520000E+06,101558.70
1687809308,1008083.14,4.570000E+07,1015504.26,100808.31,4.570000E+06,101550.43
1687809309,1157754.97,4.630000E+07,1017123.76,115775.50,4.630000E+06,101712.38
1687809309,1030349.87,4.680000E+07,1017263.27,103034.99,4.680000E+06,101726.33
1687809310,1009595.02,4.730000E+07,1017181.61,100959.50,4.730000E+06,101718.16
1687809310,599855.15,4.760000E+07,1012741.00,59985.51,4.760000E+06,101274.10
1687809311,999174.86,4.810000E+07,1012598.08,99917.49,4.810000E+06,101259.81
1687809311,1174507.85,4.870000E+07,1014320.80,117450.78,4.870000E+06,101432.08
1687809312,990030.22,4.920000E+07,1014067.96,99003.02,4.920000E+06,101406.80
1687809312,1016125.48,4.970000E+07,1014088.61,101612.55,4.970000E+06,101408.86
1687809313,1187576.01,5.030000E+07,1015858.82,118757.60,5.030000E+06,101585.88
1687809313,1024417.57,5.080000E+07,1015942.36,102441.76,5.080000E+06,101594.24
1687809314,981461.14,5.130000E+07,1015594.60,98146.11,5.130000E+06,101559.46
1687809314,611506.91,5.160000E+07,1011707.72,61150.69,5.160000E+06,101170.77
1687809315,1203396.74,5.220000E+07,1013563.47,120339.67,5.220000E+06,101356.35
1687809315,1167717.67,5.280000E+07,1015086.25,116771.77,5.280000E+06,101508.63
1687809316,796458.90,5.320000E+07,1012995.53,79645.89,5.320000E+06,101299.55
1687809316,1215143.44,5.380000E+07,1014878.42,121514.34,5.380000E+06,101487.84
1687809317,1018782.33,5.430000E+07,1014914.23,101878.23,5.430000E+06,101491.42
1687809317,976342.40,5.480000E+07,1014548.52,97634.24,5.480000E+06,101454.85
1687809318,1221710.64,5.540000E+07,1016415.14,122171.06,5.540000E+06,101641.51
1687809318,806480.74,5.580000E+07,1014522.02,80648.07,5.580000E+06,101452.20
1687809319,1170023.15,5.640000E+07,1015958.46,117002.31,5.640000E+06,101595.85
1687809319,615683.88,5.670000E+07,1012475.71,61568.39,5.670000E+06,101247.57
1687809320,1200154.46,5.730000E+07,1014136.33,120015.45,5.730000E+06,101413.63
1687809320,974972.92,5.780000E+07,1013784.06,97497.29,5.780000E+06,101378.41
1687809321,1012471.39,5.830000E+07,1013772.79,101247.14,5.830000E+06,101377.28
1687809321,1014766.73,5.880000E+07,1013781.23,101476.67,5.880000E+06,101378.12
1687809322,979911.74,5.930000E+07,1013485.87,97991.17,5.930000E+06,101348.59
1687809322,985495.71,5.980000E+07,1013245.25,98549.57,5.980000E+06,101324.52
1687809323,1024611.45,6.030000E+07,1013338.46,102461.15,6.030000E+06,101333.85
1687809323,606712.36,6.060000E+07,1009987.44,60671.24,6.060000E+06,100998.74
1687809324,1199941.33,6.120000E+07,1011557.36,119994.13,6.120000E+06,101155.74
1687809324,1185210.02,6.180000E+07,1012998.34,118521.00,6.180000E+06,101299.83
1687809325,1009313.80,6.230000E+07,1012968.66,100931.38,6.230000E+06,101296.87
1687809325,994273.16,6.280000E+07,1012817.04,99427.32,6.280000E+06,101281.70
1687809326,1206846.00,6.340000E+07,1014360.40,120684.60,6.340000E+06,101436.04
1687809326,986108.27,6.390000E+07,1014133.06,98610.83,6.390000E+06,101413.31
1687809327,784620.74,6.430000E+07,1012291.01,78462.07,6.430000E+06,101229.10
1687809327,621441.02,6.460000E+07,1009342.94,62144.10,6.460000E+06,100934.29
1687809328,1175591.28,6.520000E+07,1010658.19,117559.13,6.520000E+06,101065.82
