runtime,nr. points,bytes,time taken,mbs,ps
60720592,10000,161640,0.004986106,32.08916938388394,2005573.0864927461
76168596,10000,161640,0.004946243,32.3477839645161,2021736.497782256
91345226,10000,161640,0.004948612,32.33229843034774,2020768.651896734
106509572,10000,161640,0.004943813,32.3636836587468,2022730.228671675
121674068,10000,161640,0.004917437,32.537275007285295,2033579.687955331
136740126,10000,161640,0.00518557,30.854852986267662,1928428.311641729
152736246,10000,161640,0.004923745,32.49559024685478,2030974.3904284239
167930092,10000,161640,0.005073111,31.538832877892876,1971177.0548683046
183364674,10000,161640,0.00498343,32.10640061162693,2006650.0382266834
198625472,10000,161640,0.004920519,32.51689506736993,2032305.9417106204
213600892,10000,161640,0.005100309,31.370648327385656,1960665.5204616035
229132534,10000,161640,0.004942468,32.37249082846869,2023280.6767792932
244246684,10000,161640,0.004955649,32.286386707371726,2017899.169210733
259323558,10000,161640,0.005053479,31.661356463537302,1978834.7789710814
274697382,10000,161640,0.004907328,32.60430115940895,2037768.8224630593
289795276,10000,161640,0.004872209,32.83931374865077,2052457.109290673
304619816,10000,161640,0.005054255,31.656495368753657,1978530.9605471035
320011396,10000,161640,0.004960778,32.25300547615717,2015812.842259823
335178240,10000,161640,0.00491229,32.57136691848405,2035710.4324052532
350122494,10000,161640,0.005087907,31.447115680377017,1965444.7300235636
365593672,10000,161640,0.004953169,32.302552164079195,2018909.5102549498
380753628,10000,161640,0.00492036,32.5179458413612,2032371.615085075
395721354,10000,161640,0.005127687,31.203152610524008,1950197.0381577504
411329656,10000,161640,0.00494768,32.33838890146493,2021149.306341558
426455890,10000,161640,0.004957584,32.27378497268024,2017111.560792515
441535698,10000,161640,0.005075753,31.522416476924707,1970151.0298077941
456970776,10000,161640,0.004966052,32.21875244157733,2013672.0275985831
472168072,10000,161640,0.004933217,32.43319724228632,2027074.827642895
487175042,10000,161640,0.005093599,31.41197412674221,1963248.3829213881
502686502,10000,161640,0.004927954,32.467835535802486,2029239.7209876552
517756518,10000,161640,0.004944597,32.35855217321048,2022409.5108256547
532800088,10000,161640,0.005067091,31.576302853057108,1973518.9283160693
