time period,count period,rate period
1002800812,2110000,2104106.7924464345
1004723452,1350000,1343653.3180475617
1001787388,1450000,1447412.9115308847
1002089105,1530000,1526810.332899488
1001600964,1540000,1537538.4562828755
1003916782,1730000,1723250.4038367597
1002444032,1460000,1456440.4130244749
1000152622,1880000,1879713.11442505
1002836590,1770000,1764993.437265786
1004365281,1310000,1304306.3363318308
1002319789,1870000,1865672.0345366744
1000409570,2070000,2069152.537195341
1000151400,1960000,1959703.3009202406
1000172397,1970000,1969660.4364497373
1005177689,1510000,1502221.9618724547
1002264884,1080000,1077559.4528362225
1001981026,1220000,1217587.9266600006
1004611340,1250000,1244262.2835613221
1006056846,1880000,1868681.6828241136
1004186114,1750000,1742704.838876113
1059732868,1440000,1358833.0073386005
1004751400,1350000,1343615.9432074442
1001882195,1470000,1467238.3712737802
1007835064,1620000,1607405.87211798
1001278890,1810000,1807688.1656817913
1001656426,1950000,1946775.3107591004
1038354502,1780000,1714250.7655829473
1002686141,1560000,1555820.8458373414
1001160782,1560000,1558191.2796100718
1002775273,1860000,1854852.2785523455
1004421930,1820000,1811987.5180343783
1002171276,1750000,1746208.499394269
1002297446,1350000,1346905.5572151982
1004948772,1690000,1681677.7601873619
1004568187,1310000,1304042.8882305427
1001290394,1680000,1677834.9318709234
1002134954,1700000,1696378.3103408248
1035369234,1270000,1226615.5476665439
1004264813,1540000,1533460.079517891
1000153998,1650000,1649745.9424243586
1001013002,1290000,1288694.549843619
1005371805,1230000,1223427.9834414094
1000154281,1410000,1409782.497346527
1008857250,1760000,1744548.1013294994
1000150878,2190000,2189669.6270260136
1000152374,1630000,1629751.6682193067
1000269676,1250000,1249662.9958819225
1002188091,2190000,2185218.542973087
1000152332,1860000,1859716.705634797
1003109051,1860000,1854235.088543728
1000803251,1560000,1558747.9341631355
1007941967,1820000,1805659.511744489
1005403632,1280000,1273120.5251902253
