time period,count period,rate period
1000537478,720000,719613.2237237394
1000352027,632000,631777.5972277807
1000121469,680000,679917.4111119896
1000778782,785000,784389.1318631093
1000054339,636000,635965.4422738323
1000050650,695000,694964.8000328784
1000648983,572000,571629.0224821025
1000492948,799000,798606.3286075256
1000438205,734000,733678.4984136027
1001758537,850000,848507.8675201747
1000121006,658000,657920.3876855676
1000517647,775000,774599.03113533
1000911881,752000,751314.8902265853
1001070081,684000,683268.8469889453
1000468857,751000,750648.0534056245
1005979656,742000,737589.468707904
1001753326,633000,631892.087174363
1009154589,760000,753105.6275065901
1000529055,808000,807572.749598961
1000554913,751000,750583.4914630018
1000126672,832000,831894.6222444111
1000449892,677000,676695.560081084
1000057060,663000,662962.1713785011
1000050170,699000,698964.9329293149
1000049026,688000,687966.2717655605
1004752087,787000,783277.7957693359
1000052500,570000,569970.07657098
1000047225,826000,825960.9939920587
1000104993,774000,773918.7439493164
1000041202,787000,786967.5753619599
1026463484,817000,795936.7407949604
1000063424,854000,853945.8393390859
1000507041,739000,738625.4865946515
1000038014,808000,807969.2858555674
1000042378,828000,827964.912502938
1001305656,672000,671123.7432578729
1001089124,758000,757175.3421626425
1000938673,723000,722321.9758639499
1000434603,764000,763668.1075494547
1000620246,751000,750534.4839884441
1000452238,798000,797639.2772085537
1000149454,694000,693896.2944232132
1000040486,789000,788968.0578392103
1000346924,757000,756737.4696100929
1000383090,822000,821685.220608837
1000556618,715000,714602.2395306369
1000742266,823000,822389.5681847817
1000571380,740000,739577.4202536155
1000544784,709000,708613.958453258
1000576843,800000,799538.7916448113
1001202301,522000,521373.1525373312
1000802091,508000,507592.8643318552
1000974802,460000,459552.0277642314
1000423346,488000,487793.49457524554
1000046909,533000,532974.9986757871
