time period,count period,rate period
1001610341,1880000,1876977.4262943638
1000988313,1680000,1678341.2735009626
1000662271,1990000,1988682.9529520655
1001005434,2160000,2157830.443905462
1001689115,2500000,2495784.3332459494
1000899093,2450000,2447799.2008730895
1002563469,2420000,2413812.267081517
1004780932,2010000,2000436.0512685364
999994970,1870000,1870009.4061473128
1000016925,1720000,1719970.8894926955
1002174147,2050000,2045552.667803952
1001792095,2140000,2136171.777238869
1000014265,2450000,2449965.0512485444
1002709790,1560000,1555784.1516636633
1000344060,2330000,2329198.615924205
1003346215,2440000,2431862.4653405403
1000090502,2420000,2419781.0049794875
1001436365,2130000,2126944.930744551
1002063620,2160000,2155551.760276458
1001345355,1870000,1867487.566265287
1001527313,1910000,1907087.2808038937
999981725,1480000,1480027.047494293
1001016020,2180000,2177787.3245225386
1003608495,1960000,1952952.7796593632
1001380943,2220000,2216938.5342496973
1002189032,2290000,2284998.0661133397
1000781090,1870000,1868540.5016995275
1003073460,2200000,2193259.1058684774
1004800518,2100000,2089967.0754349672
999987330,1890000,1890023.9466034037
1003677017,1740000,1733625.429822909
1005180945,1450000,1442526.350317952
1002044767,2060000,2055796.3754128364
1001820330,2290000,2285839.018659164
1000192137,2300000,2299558.169791931
999982024,2500000,2500044.9408078557
1026404109,1830000,1782923.493732818
1000656179,2020000,2018675.3876028382
1002788752,1600000,1595550.4056152396
999984676,1470000,1470022.526625198
999985017,1610000,1610024.1229914348
1000459487,1670000,1669233.0091323326
1001114500,2240000,2237506.2992295087
999980828,1810000,1810034.7019853066
999981693,2280000,2280041.7407241478
1003836930,1990000,1982393.6941630547
1000120839,1560000,1559811.5139364675
1002776695,1210000,1206649.5023600443
1004604659,1610000,1602620.4791869277
1001428072,1590000,1587732.6035254183
1000627868,1380000,1379134.085839792
1004544870,1190000,1184616.0739440143
1011452858,1800000,1779618.2844934925
1001699025,1870000,1866828.2121967725
1002540107,2280000,2274223.2296547913
1001871749,1890000,1886469.0035291135
1000944951,2290000,2287838.1050947527
1004695472,1350000,1343690.737764169
1000485114,1390000,1389326.0184978624
999977533,1420000,1420031.9038567839
1000622031,1940000,1938794.0100231513
1001107485,1210000,1208661.4256010684
1002351747,1320000,1316902.9773736703
1012177146,1630000,1610390.045301418
1004958318,1460000,1452796.5726037207
1005898396,1660000,1650266.0771714759
1000544092,1360000,1359260.437270165
999979051,2140000,2140044.8317991816
999977825,1870000,1870041.4681695567
999977687,2220000,2220049.535965296
1080917448,1380000,1276693.2410549822
1003120526,1060000,1056702.5322737738
1004869932,1670000,1661906.6277325929
1004771128,1660000,1652117.5357658167
1006426000,1160000,1152593.434589329
1003004693,1290000,1286135.5574933486
1002503813,1200000,1197002.9285065674
1004848000,1510000,1502714.8384631309
1002989891,1690000,1684962.146841817
1000510888,1220000,1219377.0349053913
1004984457,1450000,1442808.383652445
999977882,1500000,1500033.177733825
1001219505,1580000,1578075.5290020045
1001337967,1990000,1987341.0033198113
1005479534,1360000,1352588.445624195
1002684839,1420000,1416197.7370837657
1002014634,1560000,1556863.4898799292
999977633,1130000,1130025.2752753322
1000456289,1410000,1409356.925937621
1001838188,1630000,1627009.2511187047
999980237,1740000,1740034.3882996158
1000684499,1720000,1718823.4670556241
1005423235,1570000,1561531.4479976185
1001953767,1990000,1986119.5850965844
1001216813,1920000,1917666.558402071
1001897652,1930000,1926344.4685665357
1004933356,1450000,1442881.7506581005
1004275574,1580000,1573273.3533555004
1007359311,1140000,1131671.6761850626
1003130872,1230000,1226161.0467113606
1000011763,1230000,1229985.5316801907
1011748256,1210000,1195949.6770311212
999977496,1400000,1400031.506309018
1008186596,1300000,1289443.8441829868
1003129950,1600000,1595007.705631758
1002038800,1790000,1786357.9733639057
1002230382,1950000,1945660.4339899167
1002680292,1830000,1825108.1771536407
999976928,1880000,1880043.3763607794
1005166716,1470000,1462443.9673547647
1004103237,1390000,1384319.8077450276
1005582799,1490000,1481727.8114559317
1003180495,1750000,1744451.779836489
999977321,1980000,1980044.9054384104
1000832597,1750000,1748544.1673718786
1055646182,1350000,1278837.5717348068
1004699842,1270000,1264059.1218486526
1001217451,1440000,1438249.002313884
1006221409,1240000,1232333.151440629
1002788827,1840000,1834882.8292240235
999977494,1390000,1390031.2840440786
1034977359,1880000,1816464.8565998245
1002383601,1310000,1306884.907826819
1004218715,1120000,1115294.888723519
1002004183,1320000,1317359.769944194
1005589678,1230000,1223162.9131738164
1000713547,1480000,1478944.703443692
1004027801,1510000,1503942.4192199234
1000130058,1280000,1279833.547408491
1000061208,1660000,1659898.4009386753
1004142195,1460000,1453977.3423225184
1001122663,1520000,1518295.465857414
1037280912,1320000,1272557.8816011222
999980329,1550000,1550030.4906497817
1000036295,1990000,1989927.7755713859
1011823170,1320000,1304575.7787894895
1001862705,1330000,1327527.2084312192
1002615415,1590000,1585852.3380073905
1008530828,1130000,1120441.7045345886
1002678546,1740000,1735351.7804299365
1002604078,1300000,1296623.4912920431
1001558942,1130000,1128241.1375046163
1003667333,1720000,1713715.2355640132
1013526917,1470000,1450380.819042421
1000393620,1970000,1969224.873705212
999980630,2140000,2140041.452602937
1004029440,1480000,1474060.36221408
1001587105,1700000,1697306.1968484507
999979535,1980000,1980040.5215292731
