time period,count period,rate period
1000473792,597000,596717.2801264144
1004847287,733000,729464.0782565003
1009438552,733000,726146.2310387369
1000467005,647000,646697.9888057378
1000111378,684000,683923.8259321153
1000201527,626000,625873.869516698
1001948200,608000,606817.7975667805
1000105911,636000,635932.6477373455
1001195935,742000,741113.6762156351
1002377449,858000,855964.9868978647
1000463066,629000,628708.8663001178
1000125369,902000,901886.9313373051
1000093770,625000,624941.3992449928
1000231093,690000,689840.582670229
1000153699,918000,917858.9260009326
1000365948,651000,650761.8550006862
1000966679,695000,694328.8069232522
1000538159,758000,757592.2948881753
1000097063,566000,565945.0676738964
1000149325,822000,821877.273176183
1000754462,854000,853356.1751933513
1000888140,816000,815275.9208436619
1000434487,725000,724685.1337303009
1000614173,681000,680582.0049082994
1000106652,584000,583937.7218740868
1000108839,736000,735919.9032136542
1000095564,706000,705932.5382629135
1000105817,722000,721923.6082095501
1025848031,795000,774968.5879155331
1000256377,826000,825788.2868763756
1000409931,806000,805669.7310015007
1000262909,655000,654827.8398674483
1000109482,710000,709922.2762893472
1001142572,717000,716181.7108302932
1000307378,748000,747770.1519062474
1000492905,722000,721644.2979173351
1000467076,742000,741653.5914071399
1000463369,685000,684682.7392437994
1000207432,567000,566882.4104478359
1000809997,719000,718418.0835076132
1000336026,705000,704763.1812472582
1000312441,729000,728772.3016532991
1000120164,708000,707914.9341098577
1000190857,611000,610883.40862528
1000113179,723000,722918.1808432104
1000107743,800000,799913.8148858427
1000095660,794000,793924.0532250685
1000769937,622000,621521.4676257806
1000238881,716000,715829.0020521608
1000257678,809000,808791.592200105
1000152160,771000,770882.7024879893
1003921065,688000,685312.8437941484
1000575222,813000,812532.613365075
1000101410,681000,680930.9467926857
1000574665,659000,658621.5132680777
1000277998,765000,764787.3906349782
1000108073,755000,754918.413702276
1000936180,682000,681362.1224082438
1001295502,524000,523322.03525668086
1000603070,687000,686585.9406167923
1000106088,777000,776917.5783679462
1001255972,720000,719096.8345105661
1000110057,698000,697923.1886676247
1000214357,778000,777833.2659946012
1000733332,776000,775431.3513762326
1000461834,712000,711671.3259848352
1000107135,806000,805913.658440203
1000198771,793000,792842.4059221324
1000572242,744000,743574.4954435783
1001063827,696000,695260.363253541
1020251839,712000,697866.9116616021
1001672359,695000,693839.651015068
1008254116,731000,725015.6368317766
1000965920,619000,618402.6724905878
1000314731,545000,544828.5255733178
1000884453,457000,456596.16215459385
1000178894,500000,499910.5689986695
1000624787,492000,491692.7967326078
1000626937,414000,413740.6107027478
1000399927,494000,493802.51504156704
