time period,count period,rate period
1000109799,1800000,1799802.383498094
1000189596,1640000,1639689.1215013198
1004045438,1910000,1902304.3457122906
1000240501,2160000,2159480.642745939
1000108190,2180000,2179764.1713143056
1000109094,2020000,2019779.6541584095
1023480119,1840000,1797787.730159124
1000630623,1990000,1988745.851125126
1002767819,2000000,1994479.6413535485
1000987581,1550000,1548470.7596986662
1004618621,1790000,1781770.6765361656
1003443503,2000000,1993136.628041928
1003182657,2120000,2113274.1731598736
1001385132,1680000,1677676.1970138778
1003893864,1970000,1962358.8415518
1004776789,1820000,1811347.5748293786
1000109438,1720000,1719811.7872376284
1000108962,1830000,1829800.6212647057
1009270761,1600000,1585303.034454993
1003870619,1740000,1733291.0905723001
1001240685,1770000,1767806.708733575
1002303095,1420000,1416737.119823021
1000105936,1330000,1329859.1200442591
1000119696,1280000,1279846.8074565346
1003348721,1970000,1963425.037345515
1000313406,2160000,2159323.255135901
1004010704,1660000,1653368.827031948
1004103211,1820000,1812562.6729023575
1003095209,1960000,1953952.1098440418
1000105185,1230000,1229870.6360571464
1000105104,1560000,1559836.0549912762
1005649488,1380000,1372247.5041920373
1000695623,1660000,1658846.068521277
1001894467,1340000,1337466.2143932171
1000110684,1280000,1279858.3401594777
1001183820,1410000,1408332.787479526
1000106699,1890000,1889798.360404743
1003457205,1720000,1714074.0944702271
1001399008,1950000,1947275.7456536246
1007221980,2030000,2015444.5001289588
1003440985,1400000,1395199.1406848906
1000335096,1260000,1259577.9204771598
1000106528,1940000,1939793.3576931914
1002397695,2100000,2094976.8843991605
1008988770,1190000,1179398.6567362887
1012817829,1290000,1273674.2611192719
1001394964,1140000,1138411.9563037867
1009835376,1270000,1257630.7289119964
1000112099,1620000,1619818.4199749392
1005034095,1200000,1193989.3442122478
1000108714,1850000,1849798.9009622808
1001844010,1610000,1607036.6084237008
1003778769,1750000,1743412.048596537
1001524213,1800000,1797260.592041223
1004453441,1440000,1433615.4780518096
1001329468,1280000,1278300.540337239
1003678562,1290000,1285272.0470879201
1000397144,1160000,1159539.4958464617
1004567111,1100000,1094999.0179401762
1000106672,1270000,1269864.5410096813
1005926865,1050000,1043813.4585460147
1002346148,1570000,1566325.1693366112
1001534884,1470000,1467747.178339921
1016647837,1610000,1583635.8878713672
1006136318,1450000,1441156.6047852375
1000106068,1510000,1509839.8543063335
1003811779,1350000,1344873.6389055662
1000702067,1700000,1698807.3234388554
1000105721,1380000,1379854.1204425327
1002091532,1460000,1456952.7367286447
1001549861,1700000,1697369.313498412
1000843484,1510000,1508727.4125671382
1001173110,1350000,1348418.1571756357
1002506754,1590000,1586024.2274238083
1003402290,1640000,1634439.1639767936
1000210467,2100000,2099558.112302778
1009455980,1640000,1624637.4606647037
1001272312,1520000,1518068.543175695
1006285501,1490000,1480693.1020265191
1004409214,1550000,1543195.7198273968
1004200775,1220000,1214896.4931838457
1003864643,1380000,1374687.3242551286
1004072150,1590000,1583551.54059397
1006002033,1430000,1421468.3003528286
1009691213,1510000,1495506.7257775571
1001578256,1350000,1347872.711805357
1006845565,1090000,1082589.066179181
1001122609,1760000,1758026.4237145002
1006580993,1710000,1698820.0769652324
1001983498,1860000,1856317.9969656547
1000156858,1890000,1889703.5848750838
1000106184,1750000,1749814.1977292283
1003599191,1220000,1215624.7343965825
1000227318,1680000,1679618.1925517053
1003063406,1760000,1754624.871640467
1002870777,1570000,1565505.7820076453
1005156266,1340000,1333126.0474876252
1000469808,1770000,1769168.8303301602
1002172015,1490000,1486770.7117125995
1003537071,1390000,1385100.8001277912
1004646277,1370000,1363664.0391392203
1000335600,1660000,1659443.0908986942
1002736282,1950000,1944678.8103753882
1000105402,1950000,1949794.487761401
1007534801,2040000,2024743.9572064965
1000181943,1290000,1289765.336225431
1000153262,1230000,1229811.5166273387
1000105408,1280000,1279865.0919803844
1000105235,1130000,1129881.0969627611
1000180816,1790000,1789676.3978724421
1006514249,1720000,1708868.0082858915
1002870403,1540000,1535592.2314520634
1002337318,1980000,1975382.9019862954
1003262354,1700000,1694472.0323872531
1000180525,1790000,1789676.9185742745
1003070756,1520000,1515346.739906352
1001011859,1570000,1568412.9872031817
1001112310,1240000,1238622.2680650088
1003669082,1680000,1673858.4759951786
1004805963,2190000,2179525.282136488
1000352246,1620000,1619429.5624143577
1002454662,2140000,2134759.886028641
1004040288,1870000,1862475.064347219
