runtime,nr. points,bytes,time taken,mbs,ps
328391650,10000,161640,0.035166203,4.549823021837188,284363.93886482425
407327890,10000,161640,0.034972297,4.5750497886941766,285940.61179338605
485417816,10000,161640,0.03501749,4.569145304246535,285571.58151540847
563452396,10000,161640,0.034554769,4.630330476236146,289395.6547647591
640404330,10000,161640,0.03372303,4.7445321490981085,296533.2593186318
715501454,10000,161640,0.03426408,4.669613192591191,291850.82453694945
791576098,10000,161640,0.033997187,4.706271727716767,294141.98298229795
867413190,10000,161640,0.035327273,4.529078709245404,283067.41932783776
945814128,10000,161640,0.033851319,4.726551423299045,295409.46395619033
1021277956,10000,161640,0.034459599,4.643118453003472,290194.90331271704
1097779800,10000,161640,0.034887442,4.5861774560599775,286636.0910037486
1175274680,10000,161640,0.033875801,4.723135550359385,295195.97189746157
1250757412,10000,161640,0.034406062,4.650343302874941,290646.4564296838
1327134556,10000,161640,0.033985258,4.707923653249889,294245.22832811804
1402568964,10000,161640,0.033575219,4.765419400540618,297838.71253378864
1477435656,10000,161640,0.033064108,4.839084121065658,302442.7575666036
1550843358,10000,161640,0.03419889,4.678514419620052,292407.15122625325
1626799796,10000,161640,0.033051013,4.841001393815071,302562.5871134419
1700462220,10000,161640,0.030046709,5.325042419787139,332815.15123669617
1767086962,10000,161640,0.028290376,5.655633562452476,353477.0976532797
1829868296,10000,161640,0.028674031,5.579961882582885,348747.6176614303
1893760108,10000,161640,0.028336583,5.646411213377422,352900.70083608886
1956633548,10000,161640,0.029115032,5.495443041244124,343465.19007775775
2021248012,10000,161640,0.028461116,5.621705065957357,351356.5666223348
2084567624,10000,161640,0.02792632,5.729362121468206,358085.1325917629
2146526880,10000,161640,0.030731709,5.206348921239623,325396.80757747643
2214819926,10000,161640,0.033502649,4.775741762987159,298483.86018669745
2289276126,10000,161640,0.027931144,5.728372600850147,358023.2875531342
2351243186,10000,161640,0.028669494,5.580844921783412,348802.80761146324
2414872994,10000,161640,0.028948778,5.527003592345072,345437.724521567
2479339430,10000,161640,0.028460832,5.621761162850053,351360.0726781283
2542470784,10000,161640,0.028750303,5.565158739370504,347822.42121065647
2606238576,10000,161640,0.02822651,5.668430138901338,354276.8836813336
2669170586,10000,161640,0.02802272,5.709652738920418,356853.29618252616
2731339148,10000,161640,0.028146061,5.684632034301353,355289.5021438346
2793811448,10000,161640,0.027407372,5.83784537970295,364865.33623143437
2854858992,10000,161640,0.027898943,5.734984296716904,358436.5185448065
2916760736,10000,161640,0.028437573,5.626359183324118,351647.4489577574
2979863790,10000,161640,0.028659259,5.582837993124666,348927.3745702916
3043655220,10000,161640,0.027596008,5.797940049879678,362371.25311747985
3104883482,10000,161640,0.028618206,5.590846610021606,349427.9131263504
3168416360,10000,161640,0.027922457,5.730154763959346,358134.67274745915
3230567498,10000,161640,0.028120873,5.689723786313462,355607.7366445914
3292948850,10000,161640,0.028940162,5.5286490794350085,345540.56746468804
3357154934,10000,161640,0.028132021,5.687469094381807,355466.81839886296
3419849192,10000,161640,0.027740268,5.767788544797044,360486.78404981527
3481397460,10000,161640,0.029291847,5.462270781354279,341391.92383464245
3546411770,10000,161640,0.02690189,5.947537515022178,371721.09468888614
3606307220,10000,161640,0.027666769,5.783111139576869,361444.4462235543
3667703532,10000,161640,0.028441252,5.62563138922295,351601.96182643436
3730811142,10000,161640,0.030020299,5.329727062345381,333107.94139658636
3797623236,10000,161640,0.029234726,5.472943375628012,342058.96097675076
3862457150,10000,161640,0.02959474,5.406366131278734,337897.88320492086
3928119616,10000,161640,0.028079298,5.698148151709491,356134.2594818432
3990656152,10000,161640,0.028128785,5.688123393882814,355507.7121176759
4053057316,10000,161640,0.028979807,5.5210857684455945,345067.86052784964
4117330218,10000,161640,0.02821888,5.669962805043999,354372.67531524994
4180243192,10000,161640,0.027696149,5.776976430911027,361061.0269319392
4241714674,10000,161640,0.029297085,5.461294186776603,341330.88667353767
