time period,count period,rate period
1000127271,305000,304961.1872847331
1000486647,430000,429790.8435753466
1000330324,594000,593803.8523362809
1000116090,403000,402953.2211605555
1000102908,364000,363962.54534238396
1036701054,412000,397414.47007345286
1009854942,593000,587213.0494559683
1010911310,445000,440196.87543113943
1000575024,480000,479724.1471020368
1018442600,362000,355444.67601806915
1001947320,564000,562903.8460824467
1007674873,442000,438633.5432619247
1000528548,480000,479746.43098339665
1000723330,521000,520623.41746344615
1004820968,494000,491629.8681378632
1002559136,409000,407955.9851519821
1004599761,451000,448935.00626664
1000215877,447000,446903.5238079909
1000747395,666000,665502.6066792809
1068455273,569000,532544.519530861
1000272353,738000,737799.0582130986
1000629294,627000,626605.6808047037
1000108981,676000,675926.3368718814
1000143222,792000,791886.5844196063
1000110672,782000,781913.4640731042
1000660159,671000,670557.3255465246
1000109800,603000,602933.7978689941
1000098952,776000,775923.2208454509
1000893139,784000,783300.4038605964
1001574373,649000,647979.8380384479
1000099396,679000,678932.5168235578
1004951283,709000,705506.8359965464
1000558851,645000,644639.7424353003
1000840328,604000,603492.8680451814
1000100036,704000,703929.581700365
1001031895,686000,685292.849734823
1003218518,581000,579136.0402300708
1000115549,608000,607929.7543248176
1000100783,803000,802919.0794064202
1007617455,788000,782042.8239802574
1009118905,900000,891867.1482029167
1000482424,643000,642689.9509431062
1000109909,751000,750917.4674120741
1000865140,825000,824286.8764517066
1000099328,630000,629937.4295749952
1000242869,639000,638844.8443914874
1000656136,823000,822460.3541530675
1001121325,664000,663256.2741583794
1000103714,662000,661931.3484521266
1000334222,689000,688769.7979805793
1000442066,772000,771658.8758473897
1000198981,762000,761848.4066421979
1001364096,581000,580208.5398516225
1000126830,671000,670914.9078622359
1000468364,694000,693675.1075519265
1000172778,757000,756869.2296482398
1000936943,658000,657384.0685986151
1001172061,653000,652235.5401605639
1005380560,599000,595794.2930585409
1001028778,791000,790187.0729234919
1000393686,698000,697725.3153115163
1000123570,746000,745907.8281696731
1001714117,772000,770678.9660826953
1000409436,730000,729701.2340455373
1000107809,860000,859907.2942545138
1000107942,663000,662928.4421780944
1000318605,697000,696778.0030443401
1000166719,868000,867855.3120302336
1000739352,763000,762436.2912032262
1000137628,754000,753896.2427679003
1000116977,814000,813904.7918591626
1000620190,791000,790509.7337682142
1000103877,704000,703926.8781876746
1000489273,778000,777619.5317588379
1000098027,708000,707930.6036867124
1000693668,647000,646551.507908612
1000788311,643000,642493.5152944648
1000234637,700000,699835.792629125
1021463960,591000,578581.3529828307
1001682177,753000,751735.4479194253
1000106484,724000,723922.9137924478
1000517696,721000,720626.934318611
1000298304,722000,721784.68874021
1000939180,715000,714329.1163804778
1000100094,747000,746925.2372653012
1003013603,824000,821524.252049451
1001527224,756000,754847.1792714844
1000303653,673000,672795.703566225
1001072543,764000,763181.4550726321
1000762459,531000,530595.442729332
1000145210,747000,746891.5438789134
1009450968,754000,746940.6874648716
1000500547,737000,736631.2814219781
1000288957,637000,636815.9875626819
1001733312,802000,800612.2891119348
1001410005,739000,737959.4734526343
1000872492,455000,454603.3622033045
1000693306,472000,471672.9862885682
1004793741,477000,474724.294684873
1000098368,547000,546946.1979963955
1000703598,607000,606573.216298159
1004623390,481000,478786.38382090634
1000113320,554000,553937.2278333419
1000965839,857000,856173.0746537495
1000458870,858000,857606.4701190565
